tract_id,population,county,zip,location,lon,lat,ces_score,ces_percentile,percentile_range,dac_category,pollution_burden_pctl,pop_char_pctl
6037241002,4144,Los Angeles,90059,Los Angeles,-118.2614031,33.925262,68.1492159219702,98.6510337871911,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,95.1088985687617,96.0287443267776
6037204600,4080,Los Angeles,90023,Los Angeles,-118.2158297,34.0366414,68.0670999151808,98.613212304589,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,99.1288114499067,85.3000504286435
6037204820,2241,Los Angeles,90023,Los Angeles,-118.2058412,34.0238161,68.0430675972948,98.6006051437216,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.9670192906036,86.3968734241049
6037601502,4059,Los Angeles,90304,Lennox,-118.3635823,33.9400821,67.9851606452045,98.5879979828543,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,96.8139390168015,93.1038830055471
6037531301,4824,Los Angeles,90023,East Los Angeles,-118.1822336,34.0217436,67.8938393017835,98.5627836611195,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.38643434972,91.5658093797277
6037122420,4503,Los Angeles,91605,Los Angeles,-118.3832842,34.20361,67.8579398175641,98.5501765002521,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,94.0136901057872,96.7599596570852
6037242200,6402,Los Angeles,90002,Los Angeles,-118.2391843,33.9486636,67.7498381962068,98.5375693393848,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,86.9446172993155,99.7604639435199
6037239501,3729,Los Angeles,90001,Los Angeles,-118.2628927,33.9729857,67.634865736668,98.5249621785174,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,90.9396390790292,98.8023197175996
6037533001,4709,Los Angeles,90001,Florence-Graham,-118.24555,33.9802221,67.5629827050827,98.4997478567826,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,90.1680149346609,99.0166414523449
6037292000,6567,Los Angeles,90501,Unincorporated Los Angeles County area,-118.3021541,33.8484731,67.0900498870834,98.4619263741805,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,99.5519601742377,80.7866868381241
6037575801,2254,Los Angeles,90813,Long Beach,-118.2014531,33.7796381,67.0557437407634,98.4367120524458,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,90.5164903546982,98.6888552697932
6037433801,5944,Los Angeles,91733,South El Monte,-118.0364142,34.0494754,67.0154112136701,98.411497730711,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.8425637834474,85.4765506807867
6037199000,5391,Los Angeles,90031,Los Angeles,-118.2197131,34.0800585,66.9495625620741,98.3988905698437,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,99.8008711885501,78.4795763993949
6037532900,7058,Los Angeles,90001,Florence-Graham,-118.2520343,33.9790503,66.8685593498605,98.3862834089763,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,87.7286869943995,99.357034795764
6037433102,5348,Los Angeles,91733,El Monte,-118.0584597,34.0649651,66.7805436776969,98.3736762481089,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.1331673926571,88.2123045890065
6037534203,3206,Los Angeles,90201,Bell Gardens,-118.1514821,33.9583801,66.7296650047855,98.3610690872415,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.8967019290604,88.6283408976299
6037302302,5337,Los Angeles,91204,Glendale,-118.261783,34.1403264,66.7060579478857,98.3358547655068,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.8469197261979,88.7291981845688
6037432700,5779,Los Angeles,91731,El Monte,-118.0339351,34.0755467,66.5575139009344,98.2854261220373,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,99.4026135656503,81.3035804336863
6037291110,4391,Los Angeles,90044,Los Angeles,-118.2868209,33.9200912,66.5389966056171,98.2728189611699,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,95.457373988799,93.9485627836611
6037239701,5134,Los Angeles,90003,Los Angeles,-118.2752632,33.966092,66.5339957468886,98.2602118003026,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,84.1070317361543,99.8108925869894
6037536103,5353,Los Angeles,90280,South Gate,-118.1850472,33.9427497,66.4288479979201,98.2349974785678,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.6683260734287,85.8421583459405
6037240010,3737,Los Angeles,90002,Los Angeles,-118.2637832,33.9583159,66.4278641956401,98.2223903177005,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,87.9278158058494,99.2183560262229
6037402402,6635,Los Angeles,91766,Pomona,-117.7865057,34.0546198,66.3970268048572,98.1971759959657,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.9172370877411,84.0267271810388
6037536000,3701,Los Angeles,90280,South Gate,-118.1918918,33.9548717,66.3764899493979,98.1845688350983,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.9047915370255,84.0015128593041
6037206200,4001,Los Angeles,90012,Los Angeles,-118.2415978,34.046994,66.3468356716466,98.1593545133636,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.9464841319228,87.9475542107917
6037532500,4195,Los Angeles,90255,Huntington Park,-118.2209803,33.9899239,66.2887650838413,98.1467473524962,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.6185438705663,85.7413010590015
6037542502,5006,Los Angeles,90220,Compton,-118.2253101,33.8940909,66.2068911627187,98.1341401916288,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,90.8027380211574,98.0206757438225
6037301601,6112,Los Angeles,91201,Glendale,-118.2865467,34.1623874,66.0783945960548,98.1089258698941,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,99.6017423771002,79.2990418557741
6037541603,3059,Los Angeles,90222,Compton,-118.2207001,33.913976,65.989686050546,98.0963187090267,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,95.4449284380834,93.2929904185577
6037203100,4498,Los Angeles,90033,Los Angeles,-118.1964766,34.059079,65.9873472046737,98.0837115481594,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.9962663347853,87.1406959152799
6037602801,3718,Los Angeles,90044,West Athens,-118.3001717,33.927402,65.9083873140871,98.071104387292,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,86.210329807094,99.3948562783661
6037204810,5277,Los Angeles,90023,Los Angeles,-118.2030018,34.0285553,65.8181360190625,98.0584972264246,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,96.2912258867455,91.7423096318709
6037541604,5917,Los Angeles,90221,Compton,-118.2118964,33.9078664,65.8063526332548,98.0458900655572,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,93.7025513378967,95.3227433182047
6037543000,4531,Los Angeles,90220,Compton,-118.2582626,33.8906679,65.7544061199989,98.0206757438225,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,96.8263845675171,90.2420574886536
6037228800,5353,Los Angeles,90058,Los Angeles,-118.2432565,33.9992469,65.6868543367276,98.0080685829551,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,93.9016801493466,94.9571356530509
6037542106,3523,Los Angeles,90221,East Rancho Dominguez,-118.1890767,33.8934041,65.6676371629033,97.9954614220877,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,91.7361543248289,96.9742813918306
6037241202,5776,Los Angeles,90044,Los Angeles,-118.2857509,33.9334324,65.6586830537993,97.9828542612204,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,89.6950840074673,98.2854261220373
6037575802,5664,Los Angeles,90813,Long Beach,-118.197207,33.778962,65.5681948166733,97.9576399394856,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,82.0784069695084,99.8361069087241
6037532800,4590,Los Angeles,90001,Florence-Graham,-118.2520926,33.9864059,65.5401404799407,97.9450327786183,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,92.8811449906658,95.940494200706
6037127210,5838,Los Angeles,91405,Los Angeles,-118.4596472,34.2066365,65.3697160134319,97.9324256177509,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,92.5700062227754,96.0791729702471
6037541605,4805,Los Angeles,90221,Compton,-118.2100244,33.8993431,65.3102634274908,97.9072112960161,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,91.2134411947729,97.0247100353001
6037123303,3087,Los Angeles,91605,Los Angeles,-118.4116037,34.1972751,65.226432409371,97.8946041351488,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,94.1132545115121,94.3267776096823
6037229100,5146,Los Angeles,90011,Los Angeles,-118.2520958,33.9921607,65.1359422208361,97.8819969742814,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,90.6285003111388,97.226424609178
6037540203,5807,Los Angeles,90262,Lynwood,-118.2043891,33.9275094,65.110790781869,97.8567826525466,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,90.65339141257,97.2138174483106
6037601401,5949,Los Angeles,90301,Inglewood,-118.3700611,33.9590575,64.9723170856273,97.8315683308119,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,95.5942750466708,91.9062027231467
6037127220,5045,Los Angeles,91405,Los Angeles,-118.4531264,34.2047824,64.9641349705907,97.8189611699445,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,87.2930927193528,98.7771053958649
