date,ffk_rain_station,fld_rainfall_amount
2022-05-22,8Q3,0
2022-05-21,VTU,0
2022-05-21,STS,0
2022-05-21,SRU,0
2022-05-21,SNA,0
2022-05-21,SMX,0
2022-05-21,SFOC,0
2022-05-21,SBA,0.02
2022-05-21,SAN,0.01
2022-05-21,OXR,0
2022-05-21,NFG,0
2022-05-21,MQO,0
2022-05-21,LGB,0
2022-05-21,LAX,0
2022-05-21,EKA,0
2022-05-21,DEMX,0.01
2022-05-21,CEC,0
2022-05-21,CAPS,0
2022-05-21,CADR,0
2022-05-21,8Q3,0
2022-05-20,VTU,0.01
2022-05-20,STS,0
2022-05-20,SRU,0
2022-05-20,SNA,0
2022-05-20,SMX,0
2022-05-20,SFOC,0
2022-05-20,SBA,0.07
2022-05-20,SAN,0.01
2022-05-20,OXR,0
2022-05-20,NFG,0.01
2022-05-20,MQO,0
2022-05-20,LGB,0
2022-05-20,LAX,0
2022-05-20,EKA,0
2022-05-20,DEMX,0.02
2022-05-20,CEC,0
2022-05-20,CAPS,0.02
2022-05-20,CADR,0
2022-05-20,8Q3,0
2022-05-19,VTU,0.01
2022-05-19,STS,0
2022-05-19,SRU,0
2022-05-19,SNA,0
2022-05-19,SMX,0
2022-05-19,SFOC,0
2022-05-19,SBA,0.01
2022-05-19,SAN,0
2022-05-19,OXR,0
2022-05-19,NFG,0
2022-05-19,MQO,0
2022-05-19,LGB,0
2022-05-19,LAX,0
2022-05-19,EKA,0
2022-05-19,DEMX,0
2022-05-19,CEC,0
2022-05-19,CAPS,0
2022-05-19,CADR,0.01
2022-05-19,8Q3,0
2022-05-18,VTU,0
2022-05-18,STS,0
2022-05-18,SRU,0
2022-05-18,SNA,0
2022-05-18,SMX,0
2022-05-18,SFOC,0
2022-05-18,SBA,0
2022-05-18,SAN,0
2022-05-18,OXR,0
2022-05-18,NFG,0
2022-05-18,MQO,0
2022-05-18,LGB,0
2022-05-18,LAX,0
2022-05-18,EKA,0
2022-05-18,DEMX,0
2022-05-18,CEC,0
2022-05-18,CAPS,0
2022-05-18,CADR,0.02
2022-05-18,8Q3,0
2022-05-17,VTU,0
2022-05-17,STS,0
2022-05-17,SRU,0
2022-05-17,SNA,0
2022-05-17,SMX,0
2022-05-17,SFOC,0
2022-05-17,SBA,0
2022-05-17,SAN,0
2022-05-17,OXR,0
2022-05-17,NFG,0
2022-05-17,MQO,0
2022-05-17,LGB,0
2022-05-17,LAX,0
2022-05-17,EKA,0.02
2022-05-17,DEMX,0
2022-05-17,CEC,0
2022-05-17,CAPS,0.01
2022-05-17,CADR,0
2022-05-17,8Q3,0
2022-05-16,VTU,0
2022-05-16,STS,0
2022-05-16,SRU,0.01
2022-05-16,SNA,0
2022-05-16,SMX,0.01
2022-05-16,SFOC,0
2022-05-16,SBA,0
2022-05-16,SAN,0
2022-05-16,OXR,0
2022-05-16,NFG,0
2022-05-16,MQO,0.01
2022-05-16,LGB,0
2022-05-16,LAX,0
2022-05-16,EKA,0.02
2022-05-16,DEMX,0
2022-05-16,CEC,0.05
2022-05-16,CAPS,0.01
2022-05-16,CADR,0.04
2022-05-16,8Q3,0
2022-05-15,VTU,0
2022-05-15,STS,0
2022-05-15,SRU,0.01
2022-05-15,SNA,0
2022-05-15,SMX,0.01
2022-05-15,SFOC,0
2022-05-15,SBA,0
2022-05-15,SAN,0
2022-05-15,OXR,0
2022-05-15,NFG,0
2022-05-15,MQO,0
2022-05-15,LGB,0
2022-05-15,LAX,0
2022-05-15,EKA,0.02
2022-05-15,DEMX,0
2022-05-15,CEC,0
2022-05-15,CAPS,0
2022-05-15,CADR,0.01
2022-05-15,8Q3,0
2022-05-14,VTU,0
2022-05-14,STS,0
2022-05-14,SRU,0
2022-05-14,SNA,0
2022-05-14,SMX,0
2022-05-14,SFOC,0
2022-05-14,SBA,0
2022-05-14,SAN,0
2022-05-14,OXR,0
2022-05-14,NFG,0
2022-05-14,MQO,0
2022-05-14,LGB,0
2022-05-14,LAX,0
2022-05-14,EKA,0.43
2022-05-14,DEMX,0
2022-05-14,CEC,0.32
2022-05-14,CAPS,0
2022-05-14,CADR,0
2022-05-14,8Q3,0
2022-05-13,VTU,0
2022-05-13,STS,0
2022-05-13,SRU,0
2022-05-13,SNA,0
2022-05-13,SMX,0
2022-05-13,SFOC,0
2022-05-13,SBA,0
2022-05-13,SAN,0
2022-05-13,OXR,0
2022-05-13,NFG,0
2022-05-13,MQO,0
2022-05-13,LGB,0
2022-05-13,LAX,0
2022-05-13,EKA,0.06
2022-05-13,DEMX,0
2022-05-13,CEC,0.56
2022-05-13,CAPS,0
2022-05-13,CADR,0
2022-05-13,8Q3,0.04
2022-05-12,VTU,0
2022-05-12,STS,0
2022-05-12,SRU,0
2022-05-12,SNA,0
2022-05-12,SMX,0
2022-05-12,SFOC,0
2022-05-12,SBA,0
2022-05-12,SAN,0
2022-05-12,OXR,0
2022-05-12,NFG,0
2022-05-12,MQO,0
2022-05-12,LGB,0
2022-05-12,LAX,0
2022-05-12,EKA,0
2022-05-12,DEMX,0
2022-05-12,CEC,0
2022-05-12,CAPS,0
2022-05-12,CADR,0.01
2022-05-12,8Q3,0
2022-05-11,VTU,0
2022-05-11,STS,0.08
2022-05-11,SRU,0
2022-05-11,SNA,0
2022-05-11,SMX,0
2022-05-11,SFOC,0
2022-05-11,SBA,0
2022-05-11,SAN,0
2022-05-11,OXR,0
2022-05-11,NFG,0
2022-05-11,MQO,0
2022-05-11,LGB,0
2022-05-11,LAX,0
2022-05-11,EKA,0
2022-05-11,DEMX,0
2022-05-11,CEC,0
2022-05-11,CAPS,0.01
2022-05-11,CADR,0
2022-05-11,8Q3,0
2022-05-10,VTU,0
2022-05-10,STS,0.04
2022-05-10,SRU,0.03
2022-05-10,SNA,0
2022-05-10,SMX,0
2022-05-10,SFOC,0
2022-05-10,SBA,0
2022-05-10,SAN,0
2022-05-10,OXR,0
2022-05-10,NFG,0
2022-05-10,MQO,0.02
2022-05-10,LGB,0
2022-05-10,LAX,0
2022-05-10,EKA,0.22
2022-05-10,DEMX,0
2022-05-10,CEC,0.12
2022-05-10,CAPS,0.01
2022-05-10,CADR,0
2022-05-10,8Q3,0.03
2022-05-09,VTU,0
2022-05-09,STS,0.02
2022-05-09,SRU,0.05
2022-05-09,SNA,0
2022-05-09,SMX,0
2022-05-09,SFOC,0.02
2022-05-09,SBA,0
2022-05-09,SAN,0
2022-05-09,OXR,0
2022-05-09,NFG,0
2022-05-09,MQO,0
2022-05-09,LGB,0
2022-05-09,LAX,0
2022-05-09,EKA,0.61
2022-05-09,DEMX,0
2022-05-09,CEC,0.46
2022-05-09,CAPS,0
2022-05-09,CADR,0
2022-05-09,8Q3,0.19
2022-05-08,VTU,0
2022-05-08,STS,0
2022-05-08,SRU,0
2022-05-08,SNA,0
2022-05-08,SMX,0
2022-05-08,SFOC,0
2022-05-08,SBA,0
2022-05-08,SAN,0
2022-05-08,OXR,0
2022-05-08,NFG,0
2022-05-08,MQO,0.01
2022-05-08,LGB,0
2022-05-08,LAX,0
2022-05-08,EKA,0.31
2022-05-08,DEMX,0
2022-05-08,CEC,0.43
2022-05-08,CAPS,0
2022-05-08,CADR,0
2022-05-08,8Q3,0
2022-05-07,VTU,0
2022-05-07,STS,0
2022-05-07,SRU,0
2022-05-07,SNA,0
2022-05-07,SMX,0
2022-05-07,SFOC,0
2022-05-07,SBA,0
2022-05-07,SAN,0.01
2022-05-07,OXR,0
2022-05-07,NFG,0
2022-05-07,MQO,0.02
2022-05-07,LGB,0.02
2022-05-07,LAX,0
2022-05-07,EKA,0.13
2022-05-07,DEMX,0.03
2022-05-07,CEC,0.41
2022-05-07,CAPS,0.02
2022-05-07,CADR,0.01
2022-05-07,8Q3,0.21
2022-05-06,VTU,0
2022-05-06,STS,0
2022-05-06,SRU,0.01
2022-05-06,SNA,0
2022-05-06,SMX,0.01
2022-05-06,SFOC,0.02
2022-05-06,SBA,0.04
2022-05-06,SAN,0
2022-05-06,OXR,0
2022-05-06,NFG,0
2022-05-06,MQO,0
2022-05-06,LGB,0
2022-05-06,LAX,0
2022-05-06,EKA,0.41
2022-05-06,DEMX,0
2022-05-06,CEC,0.64
2022-05-06,CAPS,0.02
2022-05-06,CADR,0.03
2022-05-06,8Q3,0.1
2022-05-05,VTU,0
2022-05-05,STS,0.02
2022-05-05,SRU,0.08
2022-05-05,SNA,0
2022-05-05,SMX,0
2022-05-05,SFOC,0
2022-05-05,SBA,0.04
2022-05-05,SAN,0
2022-05-05,OXR,0
2022-05-05,NFG,0
2022-05-05,MQO,0.02
2022-05-05,LGB,0
2022-05-05,LAX,0
2022-05-05,EKA,0
2022-05-05,DEMX,0
2022-05-05,CEC,0.03
2022-05-05,CAPS,0.12
2022-05-05,CADR,0
2022-05-05,8Q3,0
2022-05-04,VTU,0
2022-05-04,STS,0
2022-05-04,SRU,0
2022-05-04,SNA,0
2022-05-04,SMX,0
2022-05-04,SFOC,0
2022-05-04,SBA,0
2022-05-04,SAN,0
2022-05-04,OXR,0
2022-05-04,NFG,0.01
2022-05-04,MQO,0
2022-05-04,LGB,0
2022-05-04,LAX,0
2022-05-04,EKA,0
2022-05-04,DEMX,0
2022-05-04,CEC,0
2022-05-04,CAPS,0
2022-05-04,CADR,0
2022-05-04,8Q3,0
2022-05-03,VTU,0
2022-05-03,STS,0
2022-05-03,SRU,0
2022-05-03,SNA,0
2022-05-03,SMX,0
2022-05-03,SFOC,0
2022-05-03,SBA,0
2022-05-03,SAN,0
2022-05-03,OXR,0
2022-05-03,NFG,0
2022-05-03,MQO,0
2022-05-03,LGB,0
2022-05-03,LAX,0
2022-05-03,EKA,0.05
2022-05-03,DEMX,0
2022-05-03,CEC,0.09
2022-05-03,CAPS,0
2022-05-03,CADR,0
2022-05-03,8Q3,0
2022-05-02,VTU,0
2022-05-02,STS,0
2022-05-02,SRU,0
2022-05-02,SNA,0
2022-05-02,SMX,0
2022-05-02,SFOC,0
2022-05-02,SBA,0
2022-05-02,SAN,0
2022-05-02,OXR,0
2022-05-02,NFG,0
2022-05-02,MQO,0
2022-05-02,LGB,0
2022-05-02,LAX,0
2022-05-02,EKA,0.2
2022-05-02,DEMX,0
2022-05-02,CEC,0.46
2022-05-02,CAPS,0
2022-05-02,CADR,0
2022-05-02,8Q3,0.01
2022-05-01,VTU,0
2022-05-01,STS,0
2022-05-01,SRU,0
2022-05-01,SNA,0
2022-05-01,SMX,0
2022-05-01,SFOC,0
2022-05-01,SBA,0
2022-05-01,SAN,0
2022-05-01,OXR,0
2022-05-01,NFG,0
2022-05-01,MQO,0
2022-05-01,LGB,0
2022-05-01,LAX,0
2022-05-01,EKA,0.31
2022-05-01,DEMX,0
2022-05-01,CEC,0.06
2022-05-01,CAPS,0
2022-05-01,CADR,0
2022-05-01,8Q3,0
2022-04-30,VTU,0
2022-04-30,STS,0
2022-04-30,SRU,0
2022-04-30,SNA,0
2022-04-30,SMX,0
2022-04-30,SFOC,0
2022-04-30,SBA,0
2022-04-30,SAN,0
2022-04-30,OXR,0
2022-04-30,NFG,0
2022-04-30,MQO,0
2022-04-30,LGB,0
2022-04-30,LAX,0
2022-04-30,EKA,0.02
2022-04-30,DEMX,0
2022-04-30,CEC,0.69
2022-04-30,CAPS,0
2022-04-30,CADR,0
2022-04-30,8Q3,0
2022-04-29,VTU,0
2022-04-29,STS,0
2022-04-29,SRU,0
2022-04-29,SNA,0
2022-04-29,SMX,0
2022-04-29,SFOC,0
2022-04-29,SBA,0
2022-04-29,SAN,0.01
2022-04-29,OXR,0
2022-04-29,NFG,0
2022-04-29,MQO,0
2022-04-29,LGB,0
2022-04-29,LAX,0
2022-04-29,EKA,0.01
2022-04-29,DEMX,0
2022-04-29,CEC,0.01
2022-04-29,CAPS,0
2022-04-29,CADR,0
2022-04-29,8Q3,0
2022-04-28,VTU,0
2022-04-28,STS,0
2022-04-28,SRU,0
2022-04-28,SNA,0
2022-04-28,SMX,0
2022-04-28,SFOC,0
2022-04-28,SBA,0
2022-04-28,SAN,0
2022-04-28,OXR,0
2022-04-28,NFG,0
2022-04-28,MQO,0
2022-04-28,LGB,0
2022-04-28,LAX,0
2022-04-28,EKA,0
2022-04-28,DEMX,0
2022-04-28,CEC,0
2022-04-28,CAPS,0
2022-04-28,CADR,0.03
2022-04-28,8Q3,0
2022-04-27,VTU,0.03
2022-04-27,STS,0
2022-04-27,SRU,0
2022-04-27,SNA,0
2022-04-27,SMX,0
2022-04-27,SFOC,0
2022-04-27,SBA,0
2022-04-27,SAN,0
2022-04-27,OXR,0
2022-04-27,NFG,0
2022-04-27,MQO,0
2022-04-27,LGB,0
2022-04-27,LAX,0
2022-04-27,EKA,0
2022-04-27,DEMX,0
2022-04-27,CEC,0
2022-04-27,CAPS,0
2022-04-27,CADR,0
2022-04-27,8Q3,0
2022-04-26,VTU,0
2022-04-26,STS,0
2022-04-26,SRU,0
2022-04-26,SNA,0
2022-04-26,SMX,0
2022-04-26,SFOC,0
2022-04-26,SBA,0
2022-04-26,SAN,0
2022-04-26,OXR,0
2022-04-26,NFG,0
2022-04-26,MQO,0
2022-04-26,LGB,0
2022-04-26,LAX,0
2022-04-26,EKA,0
2022-04-26,DEMX,0
2022-04-26,CEC,0.02
2022-04-26,CAPS,0
2022-04-26,CADR,0
2022-04-26,8Q3,0
2022-04-25,VTU,0
2022-04-25,STS,0
2022-04-25,SRU,0
2022-04-25,SNA,0
2022-04-25,SMX,0
2022-04-25,SFOC,0
2022-04-25,SBA,0
2022-04-25,SAN,0
2022-04-25,OXR,0
2022-04-25,NFG,0
2022-04-25,MQO,0
2022-04-25,LGB,0
2022-04-25,LAX,0
2022-04-25,EKA,0
2022-04-25,DEMX,0
2022-04-25,CEC,0
2022-04-25,CAPS,0
2022-04-25,CADR,0
2022-04-25,8Q3,0
2022-04-24,VTU,0
2022-04-24,STS,0
2022-04-24,SRU,0
2022-04-24,SNA,0
2022-04-24,SMX,0
2022-04-24,SFOC,0
2022-04-24,SBA,0
2022-04-24,SAN,0
2022-04-24,OXR,0
2022-04-24,NFG,0
2022-04-24,MQO,0
2022-04-24,LGB,0
2022-04-24,LAX,0
2022-04-24,EKA,0
2022-04-24,DEMX,0
2022-04-24,CEC,0
2022-04-24,CAPS,0
2022-04-24,CADR,0
2022-04-24,8Q3,0
2022-04-23,VTU,0
2022-04-23,STS,0
2022-04-23,SRU,0.01
2022-04-23,SNA,0
2022-04-23,SMX,0
2022-04-23,SFOC,0
2022-04-23,SBA,0
2022-04-23,SAN,0
2022-04-23,OXR,0
2022-04-23,NFG,0
2022-04-23,MQO,0
2022-04-23,LGB,0
2022-04-23,LAX,0
2022-04-23,EKA,0
2022-04-23,DEMX,0
2022-04-23,CEC,0
2022-04-23,CAPS,0
2022-04-23,CADR,0.01
2022-04-23,8Q3,0
2022-04-22,VTU,0.18
2022-04-22,STS,0.23
2022-04-22,SRU,0.33
2022-04-22,SNA,0.07
2022-04-22,SMX,0.38
2022-04-22,SFOC,0.17
2022-04-22,SBA,0.17
2022-04-22,SAN,0
2022-04-22,OXR,0.25
2022-04-22,NFG,0.22
2022-04-22,MQO,0.83
2022-04-22,LGB,0.16
2022-04-22,LAX,0.23
2022-04-22,EKA,0.15
2022-04-22,DEMX,0.05
2022-04-22,CEC,0.1
2022-04-22,CAPS,0.62
2022-04-22,CADR,0.04
2022-04-22,8Q3,0.41
2022-04-21,VTU,0
2022-04-21,STS,0.28
2022-04-21,SRU,0.28
2022-04-21,SNA,0
2022-04-21,SMX,0
2022-04-21,SFOC,0.3
2022-04-21,SBA,0
2022-04-21,SAN,0
2022-04-21,OXR,0
2022-04-21,NFG,0
2022-04-21,MQO,0.04
2022-04-21,LGB,0
2022-04-21,LAX,0
2022-04-21,EKA,0.38
2022-04-21,DEMX,0
2022-04-21,CEC,0.68
2022-04-21,CAPS,0
2022-04-21,CADR,0.1
2022-04-21,8Q3,0.55
2022-04-20,VTU,0
2022-04-20,STS,0
2022-04-20,SRU,0.08
2022-04-20,SNA,0
2022-04-20,SMX,0
2022-04-20,SFOC,0.01
2022-04-20,SBA,0
2022-04-20,SAN,0
2022-04-20,OXR,0
2022-04-20,NFG,0
2022-04-20,MQO,0
2022-04-20,LGB,0
2022-04-20,LAX,0
2022-04-20,EKA,0.1
2022-04-20,DEMX,0
2022-04-20,CEC,0.46
2022-04-20,CAPS,0
2022-04-20,CADR,0
2022-04-20,8Q3,0.12
2022-04-19,VTU,0
2022-04-19,STS,0.13
2022-04-19,SRU,0.03
2022-04-19,SNA,0
2022-04-19,SMX,0
2022-04-19,SFOC,0.07
2022-04-19,SBA,0
2022-04-19,SAN,0
2022-04-19,OXR,0
2022-04-19,NFG,0
2022-04-19,MQO,0
2022-04-19,LGB,0
2022-04-19,LAX,0
2022-04-19,EKA,0.69
2022-04-19,DEMX,0
2022-04-19,CEC,0.65
2022-04-19,CAPS,0
2022-04-19,CADR,0
2022-04-19,8Q3,0.19
2022-04-18,VTU,0
2022-04-18,STS,0
2022-04-18,SRU,0
2022-04-18,SNA,0
2022-04-18,SMX,0
2022-04-18,SFOC,0
2022-04-18,SBA,0
2022-04-18,SAN,0
2022-04-18,OXR,0
2022-04-18,NFG,0
2022-04-18,MQO,0.02
2022-04-18,LGB,0
2022-04-18,LAX,0
2022-04-18,EKA,0
2022-04-18,DEMX,0
2022-04-18,CEC,0
2022-04-18,CAPS,0
2022-04-18,CADR,0
2022-04-18,8Q3,0
2022-04-17,VTU,0
2022-04-17,STS,0
2022-04-17,SRU,0
2022-04-17,SNA,0
2022-04-17,SMX,0
2022-04-17,SFOC,0
2022-04-17,SBA,0
2022-04-17,SAN,0
2022-04-17,OXR,0
2022-04-17,NFG,0
2022-04-17,MQO,0
2022-04-17,LGB,0
2022-04-17,LAX,0
2022-04-17,EKA,0
2022-04-17,DEMX,0
2022-04-17,CEC,0
2022-04-17,CAPS,0
2022-04-17,CADR,0
2022-04-17,8Q3,0
2022-04-16,VTU,0.01
2022-04-16,STS,0.26
2022-04-16,SRU,0.46
2022-04-16,SNA,0
2022-04-16,SMX,0.01
2022-04-16,SFOC,0.42
2022-04-16,SBA,0.01
2022-04-16,SAN,0
2022-04-16,OXR,0
2022-04-16,NFG,0
2022-04-16,MQO,0.09
2022-04-16,LGB,0
2022-04-16,LAX,0
2022-04-16,EKA,1.47
2022-04-16,DEMX,0
2022-04-16,CEC,0.27
2022-04-16,CAPS,0.03
2022-04-16,CADR,0.28
2022-04-16,8Q3,0.34
2022-04-15,VTU,0
2022-04-15,STS,0.14
2022-04-15,SRU,0.16
2022-04-15,SNA,0
2022-04-15,SMX,0
2022-04-15,SFOC,0.31
2022-04-15,SBA,0
2022-04-15,SAN,0
2022-04-15,OXR,0
2022-04-15,NFG,0
2022-04-15,MQO,0
2022-04-15,LGB,0
2022-04-15,LAX,0
2022-04-15,EKA,0.09
2022-04-15,DEMX,0
2022-04-15,CEC,0
2022-04-15,CAPS,0
2022-04-15,CADR,0
2022-04-15,8Q3,0.15
2022-04-14,VTU,0
2022-04-14,STS,0.08
2022-04-14,SRU,0
2022-04-14,SNA,0
2022-04-14,SMX,0
2022-04-14,SFOC,0.07
2022-04-14,SBA,0
2022-04-14,SAN,0
2022-04-14,OXR,0
2022-04-14,NFG,0
2022-04-14,MQO,0
2022-04-14,LGB,0
2022-04-14,LAX,0
2022-04-14,EKA,0.78
2022-04-14,DEMX,0
2022-04-14,CEC,0.74
2022-04-14,CAPS,0
2022-04-14,CADR,0
2022-04-14,8Q3,0.93
2022-04-13,VTU,0
2022-04-13,STS,0
2022-04-13,SRU,0
2022-04-13,SNA,0
2022-04-13,SMX,0
2022-04-13,SFOC,0
2022-04-13,SBA,0
2022-04-13,SAN,0
2022-04-13,OXR,0
2022-04-13,NFG,0
2022-04-13,MQO,0
2022-04-13,LGB,0
2022-04-13,LAX,0
2022-04-13,EKA,0.23
2022-04-13,DEMX,0
2022-04-13,CEC,0.61
2022-04-13,CAPS,0
2022-04-13,CADR,0
2022-04-13,8Q3,0.04
2022-04-12,VTU,0
2022-04-12,STS,0.03
2022-04-12,SRU,0.21
2022-04-12,SNA,0
2022-04-12,SMX,0
2022-04-12,SFOC,0.04
2022-04-12,SBA,0
2022-04-12,SAN,0.02
2022-04-12,OXR,0
2022-04-12,NFG,0.02
2022-04-12,MQO,0
2022-04-12,LGB,0
2022-04-12,LAX,0
2022-04-12,EKA,0.09
2022-04-12,DEMX,0
2022-04-12,CEC,0.07
2022-04-12,CAPS,0
2022-04-12,CADR,0.09
2022-04-12,8Q3,0.13
2022-04-11,VTU,0
2022-04-11,STS,0.01
2022-04-11,SRU,0
2022-04-11,SNA,0
2022-04-11,SMX,0
2022-04-11,SFOC,0
2022-04-11,SBA,0
2022-04-11,SAN,0
2022-04-11,OXR,0
2022-04-11,NFG,0
2022-04-11,MQO,0
2022-04-11,LGB,0
2022-04-11,LAX,0
2022-04-11,EKA,0.77
2022-04-11,DEMX,0
2022-04-11,CEC,0.92
2022-04-11,CAPS,0
2022-04-11,CADR,0
2022-04-11,8Q3,0.05
2022-04-10,VTU,0
2022-04-10,STS,0
2022-04-10,SRU,0
2022-04-10,SNA,0
2022-04-10,SMX,0
2022-04-10,SFOC,0
2022-04-10,SBA,0
2022-04-10,SAN,0
2022-04-10,OXR,0
2022-04-10,NFG,0
2022-04-10,MQO,0
2022-04-10,LGB,0
2022-04-10,LAX,0
2022-04-10,EKA,0
2022-04-10,DEMX,0
2022-04-10,CEC,0
2022-04-10,CAPS,0
2022-04-10,CADR,0
2022-04-10,8Q3,0
2022-04-09,VTU,0
2022-04-09,STS,0
2022-04-09,SRU,0
2022-04-09,SNA,0
2022-04-09,SMX,0
2022-04-09,SFOC,0
2022-04-09,SBA,0
2022-04-09,SAN,0
2022-04-09,OXR,0
2022-04-09,NFG,0
2022-04-09,MQO,0
2022-04-09,LGB,0
2022-04-09,LAX,0
2022-04-09,EKA,0
2022-04-09,DEMX,0
2022-04-09,CEC,0
2022-04-09,CAPS,0
2022-04-09,CADR,0
2022-04-09,8Q3,0
2022-04-08,VTU,0.03
2022-04-08,STS,0
2022-04-08,SRU,0
2022-04-08,SNA,0
2022-04-08,SMX,0
2022-04-08,SFOC,0
2022-04-08,SBA,0
2022-04-08,SAN,0
2022-04-08,OXR,0
2022-04-08,NFG,0
2022-04-08,MQO,0
2022-04-08,LGB,0
2022-04-08,LAX,0
2022-04-08,EKA,0
2022-04-08,DEMX,0
2022-04-08,CEC,0
2022-04-08,CAPS,0
2022-04-08,CADR,0
2022-04-08,8Q3,0
2022-04-07,VTU,0
2022-04-07,STS,0
2022-04-07,SRU,0
2022-04-07,SNA,0
2022-04-07,SMX,0
2022-04-07,SFOC,0
2022-04-07,SBA,0
2022-04-07,SAN,0
2022-04-07,OXR,0
2022-04-07,NFG,0
2022-04-07,MQO,0
2022-04-07,LGB,0
2022-04-07,LAX,0
2022-04-07,EKA,0
2022-04-07,DEMX,0.01
2022-04-07,CEC,0
2022-04-07,CAPS,0
2022-04-07,CADR,0
2022-04-07,8Q3,0
2022-04-06,VTU,0
2022-04-06,STS,0
2022-04-06,SRU,0
2022-04-06,SNA,0
2022-04-06,SMX,0
2022-04-06,SFOC,0
2022-04-06,SBA,0
2022-04-06,SAN,0
2022-04-06,OXR,0
2022-04-06,NFG,0
2022-04-06,MQO,0
2022-04-06,LGB,0
2022-04-06,LAX,0
2022-04-06,EKA,0
2022-04-06,DEMX,0
2022-04-06,CEC,0
2022-04-06,CAPS,0
2022-04-06,CADR,0
2022-04-06,8Q3,0
2022-04-05,VTU,0
2022-04-05,STS,0
2022-04-05,SRU,0
2022-04-05,SNA,0
2022-04-05,SMX,0
2022-04-05,SFOC,0
2022-04-05,SBA,0
2022-04-05,SAN,0
2022-04-05,OXR,0
2022-04-05,NFG,0
2022-04-05,MQO,0
2022-04-05,LGB,0
2022-04-05,LAX,0
2022-04-05,EKA,0.78
2022-04-05,DEMX,0
2022-04-05,CEC,0.92
2022-04-05,CAPS,0
2022-04-05,CADR,0
2022-04-05,8Q3,0.03
2022-04-04,VTU,0
2022-04-04,STS,0
2022-04-04,SRU,0.02
2022-04-04,SNA,0
2022-04-04,SMX,0
2022-04-04,SFOC,0
2022-04-04,SBA,0
2022-04-04,SAN,0.01
2022-04-04,OXR,0
2022-04-04,NFG,0
2022-04-04,MQO,0
2022-04-04,LGB,0
2022-04-04,LAX,0
2022-04-04,EKA,0.12
2022-04-04,DEMX,0.02
2022-04-04,CEC,0.49
2022-04-04,CAPS,0
2022-04-04,CADR,0
2022-04-04,8Q3,0
2022-04-03,VTU,0
2022-04-03,STS,0
2022-04-03,SRU,0
2022-04-03,SNA,0
2022-04-03,SMX,0
2022-04-03,SFOC,0
2022-04-03,SBA,0.04
2022-04-03,SAN,0
2022-04-03,OXR,0
2022-04-03,NFG,0
2022-04-03,MQO,0.02
2022-04-03,LGB,0
2022-04-03,LAX,0
2022-04-03,EKA,0
2022-04-03,DEMX,0.01
2022-04-03,CEC,0
2022-04-03,CAPS,0.04
2022-04-03,CADR,0
2022-04-03,8Q3,0
2022-04-02,VTU,0
2022-04-02,STS,0
2022-04-02,SRU,0
2022-04-02,SNA,0
2022-04-02,SMX,0
2022-04-02,SFOC,0
2022-04-02,SBA,0.04
2022-04-02,SAN,0
2022-04-02,OXR,0
2022-04-02,NFG,0
2022-04-02,MQO,0.02
2022-04-02,LGB,0
2022-04-02,LAX,0
2022-04-02,EKA,0
2022-04-02,DEMX,0
2022-04-02,CEC,0
2022-04-02,CAPS,0.05
2022-04-02,CADR,0
2022-04-02,8Q3,0
2022-04-01,VTU,0
2022-04-01,STS,0
2022-04-01,SRU,0
2022-04-01,SNA,0
2022-04-01,SMX,0
2022-04-01,SFOC,0
2022-04-01,SBA,0
2022-04-01,SAN,0
2022-04-01,OXR,0
2022-04-01,NFG,0
2022-04-01,MQO,0
2022-04-01,LGB,0
2022-04-01,LAX,0
2022-04-01,EKA,0
2022-04-01,DEMX,0.02
2022-04-01,CEC,0
2022-04-01,CAPS,0
2022-04-01,CADR,0
2022-04-01,8Q3,0
2022-03-31,VTU,0
2022-03-31,STS,0
2022-03-31,SRU,0
2022-03-31,SNA,0
2022-03-31,SMX,0
2022-03-31,SFOC,0
2022-03-31,SBA,0
2022-03-31,SAN,0
2022-03-31,OXR,0
2022-03-31,NFG,0.01
2022-03-31,MQO,0
2022-03-31,LGB,0
2022-03-31,LAX,0
2022-03-31,EKA,0
2022-03-31,DEMX,0
2022-03-31,CEC,0
2022-03-31,CAPS,0
2022-03-31,CADR,0
2022-03-31,8Q3,0
2022-03-30,VTU,0
2022-03-30,STS,0.01
2022-03-30,SRU,0
2022-03-30,SNA,0
2022-03-30,SMX,0
2022-03-30,SFOC,0
2022-03-30,SBA,0
2022-03-30,SAN,0.01
2022-03-30,OXR,0
2022-03-30,NFG,0
2022-03-30,MQO,0
2022-03-30,LGB,0
2022-03-30,LAX,0
2022-03-30,EKA,0
2022-03-30,DEMX,0
2022-03-30,CEC,0
2022-03-30,CAPS,0
2022-03-30,CADR,0.01
2022-03-30,8Q3,0
2022-03-29,VTU,1.04
2022-03-29,STS,0.26
2022-03-29,SRU,0.12
2022-03-29,SNA,0.96
2022-03-29,SMX,0.7
2022-03-29,SFOC,0.05
2022-03-29,SBA,0.46
2022-03-29,SAN,0.68
2022-03-29,OXR,1.05
2022-03-29,NFG,0.85
2022-03-29,MQO,1.53
2022-03-29,LGB,0.75
2022-03-29,LAX,1.09
2022-03-29,EKA,0.05
2022-03-29,DEMX,1.03
2022-03-29,CEC,0
2022-03-29,CAPS,0.25
2022-03-29,CADR,0.12
2022-03-29,8Q3,0.05
2022-03-28,VTU,0.2
2022-03-28,STS,0.62
2022-03-28,SRU,2.04
